invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total,payment,cogs,gross_margin_percentage,gross_income,rating,date_time
254-31-0042,A,Yangon,Member,Male,Electronic Accessories,21.5,9,9.675,203.175,Credit Card,193.5,4.761904762,9.675,7.8,2019-03-06 12:46:00
201-86-2184,B,Mandalay,Member,Female,Electronic Accessories,26.26,7,9.191,193.011,Cash,183.82,4.761904762,9.191,9.9,2019-02-02 19:40:00
261-12-8671,B,Mandalay,Normal,Female,Fashion Accessories,60.96,2,6.096,128.016,Credit Card,121.92,4.761904762,6.096,4.9,2019-01-25 19:39:00
730-70-9830,C,Naypyitaw,Normal,Female,Home And Lifestyle,70.11,6,21.033,441.693,Ewallet,420.66,4.761904762,21.033,5.2,2019-03-14 17:54:00
382-25-8917,C,Naypyitaw,Normal,Male,Fashion Accessories,42.08,6,12.624,265.104,Cash,252.48,4.761904762,12.624,8.9,2019-01-29 12:25:00
422-29-8786,A,Yangon,Normal,Female,Home And Lifestyle,67.09,5,16.7725,352.2225,Credit Card,335.45,4.761904762,16.7725,9.1,2019-01-03 16:47:00
667-23-5919,A,Yangon,Member,Female,Fashion Accessories,96.7,5,24.175,507.675,Ewallet,483.5,4.761904762,24.175,7.0,2019-01-14 12:52:00
843-01-4703,B,Mandalay,Member,Female,Home And Lifestyle,35.38,9,15.921,334.341,Credit Card,318.42,4.761904762,15.921,9.6,2019-01-05 19:50:00
743-88-1662,C,Naypyitaw,Normal,Male,Sports And Travel,95.49,7,33.4215,701.8515,Ewallet,668.43,4.761904762,33.4215,8.7,2019-02-22 18:17:00
595-86-2894,C,Naypyitaw,Member,Male,Fashion Accessories,96.98,4,19.396,407.316,Ewallet,387.92,4.761904762,19.396,9.4,2019-02-06 17:20:00
182-69-8360,B,Mandalay,Normal,Female,Electronic Accessories,23.65,4,4.73,99.33,Credit Card,94.6,4.761904762,4.73,4.0,2019-01-30 13:32:00
289-15-7034,A,Yangon,Member,Male,Sports And Travel,82.33,4,16.466,345.786,Credit Card,329.32,4.761904762,16.466,7.5,2019-01-11 10:37:00
462-78-5240,C,Naypyitaw,Normal,Female,Electronic Accessories,26.61,2,2.661,55.881,Cash,53.22,4.761904762,2.661,4.2,2019-03-19 14:35:00
868-52-7573,B,Mandalay,Normal,Female,Food And Beverages,99.69,5,24.9225,523.3725,Cash,498.45,4.761904762,24.9225,9.9,2019-01-14 12:09:00
153-58-4872,C,Naypyitaw,Member,Female,Food And Beverages,74.89,4,14.978,314.538,Ewallet,299.56,4.761904762,14.978,4.2,2019-03-01 15:32:00
662-72-2873,A,Yangon,Normal,Female,Food And Beverages,40.94,5,10.235,214.935,Ewallet,204.7,4.761904762,10.235,9.9,2019-01-06 13:58:00
525-88-7307,B,Mandalay,Member,Male,Sports And Travel,75.82,1,3.791,79.611,Cash,75.82,4.761904762,3.791,5.8,2019-01-31 13:19:00
689-16-9784,C,Naypyitaw,Normal,Male,Food And Beverages,46.77,6,14.031,294.651,Cash,280.62,4.761904762,14.031,6.0,2019-03-11 13:37:00
394-41-0748,C,Naypyitaw,Member,Female,Fashion Accessories,54.07,9,24.3315,510.9615,Ewallet,486.63,4.761904762,24.3315,9.5,2019-01-27 14:55:00
596-42-3999,B,Mandalay,Normal,Male,Food And Beverages,18.22,7,6.377,133.917,Credit Card,127.54,4.761904762,6.377,6.6,2019-03-10 14:04:00
541-89-9860,C,Naypyitaw,Member,Female,Fashion Accessories,80.48,3,12.072,253.512,Cash,241.44,4.761904762,12.072,8.1,2019-02-15 12:31:00
173-82-9529,B,Mandalay,Normal,Female,Fashion Accessories,37.95,10,18.975,398.475,Cash,379.5,4.761904762,18.975,9.7,2019-01-26 14:51:00
563-36-9814,A,Yangon,Member,Male,Electronic Accessories,76.82,1,3.841,80.661,Ewallet,76.82,4.761904762,3.841,7.2,2019-02-13 18:27:00
308-47-4913,A,Yangon,Member,Female,Sports And Travel,52.26,10,26.13,548.73,Credit Card,522.6,4.761904762,26.13,6.2,2019-03-09 12:45:00
885-17-6250,A,Yangon,Normal,Female,Health And Beauty,79.74,1,3.987,83.727,Ewallet,79.74,4.761904762,3.987,7.3,2019-03-06 10:36:00
726-27-2396,A,Yangon,Normal,Female,Health And Beauty,77.5,5,19.375,406.875,Ewallet,387.5,4.761904762,19.375,4.3,2019-01-24 20:36:00
316-01-3952,A,Yangon,Normal,Female,Food And Beverages,54.27,5,13.5675,284.9175,Ewallet,271.35,4.761904762,13.5675,4.6,2019-03-13 14:16:00
760-54-1821,B,Mandalay,Normal,Male,Home And Lifestyle,13.59,9,6.1155,128.4255,Cash,122.31,4.761904762,6.1155,5.8,2019-03-15 10:26:00
793-10-3222,B,Mandalay,Member,Female,Health And Beauty,41.06,6,12.318,258.678,Credit Card,246.36,4.761904762,12.318,8.3,2019-03-05 13:30:00
346-12-3257,B,Mandalay,Member,Male,Electronic Accessories,19.24,9,8.658,181.818,Cash,173.16,4.761904762,8.658,8.0,2019-03-04 16:28:00
110-05-6330,C,Naypyitaw,Normal,Female,Food And Beverages,39.43,6,11.829,248.409,Credit Card,236.58,4.761904762,11.829,9.4,2019-03-25 20:18:00
651-61-0874,C,Naypyitaw,Normal,Male,Home And Lifestyle,46.22,4,9.244,194.124,Credit Card,184.88,4.761904762,9.244,6.2,2019-03-12 20:04:00
236-86-3015,C,Naypyitaw,Member,Male,Home And Lifestyle,13.98,1,0.699,14.679,Ewallet,13.98,4.761904762,0.699,9.8,2019-02-04 13:38:00
831-64-0259,B,Mandalay,Normal,Female,Fashion Accessories,39.75,5,9.9375,208.6875,Ewallet,198.75,4.761904762,9.9375,9.6,2019-02-22 10:43:00
587-03-7455,C,Naypyitaw,,,,97.79,7,34.2265,,,684.53,4.761904762,34.2265,,2019-02-16 17:30:00
882-40-4577,A,Yangon,,,,67.26,4,13.452,,,269.04,4.761904762,13.452,,2019-01-19 15:28:00
732-67-5346,A,Yangon,Normal,Male,Food And Beverages,13.79,5,3.4475,72.3975,Credit Card,68.95,4.761904762,3.4475,7.8,2019-01-11 19:07:00
725-32-9708,B,Mandalay,Member,Female,Fashion Accessories,68.71,4,13.742,288.582,Cash,274.84,4.761904762,13.742,4.1,2019-01-04 19:01:00
256-08-8343,A,Yangon,Normal,Female,Home And Lifestyle,56.53,4,11.306,237.426,Ewallet,226.12,4.761904762,11.306,5.5,2019-03-04 19:48:00
372-26-1506,C,Naypyitaw,Normal,Female,Fashion Accessories,23.82,5,5.955,125.055,Ewallet,119.1,4.761904762,5.955,5.4,2019-01-28 19:24:00
244-08-0162,B,Mandalay,Normal,Female,Health And Beauty,34.21,10,17.105,359.205,Cash,342.1,4.761904762,17.105,5.1,2019-01-02 13:00:00
569-71-4390,B,Mandalay,Normal,Male,Sports And Travel,21.87,2,2.187,45.927,Ewallet,43.74,4.761904762,2.187,6.9,2019-01-25 14:29:00
132-23-6451,A,Yangon,Member,Male,Health And Beauty,20.97,5,5.2425,110.0925,Cash,104.85,4.761904762,5.2425,7.8,2019-01-04 13:21:00
696-90-2548,A,Yangon,Normal,Male,Sports And Travel,25.84,3,3.876,81.396,Ewallet,77.52,4.761904762,3.876,6.6,2019-03-10 18:55:00
472-15-9636,A,Yangon,Normal,Male,Home And Lifestyle,50.93,8,20.372,427.812,Ewallet,407.44,4.761904762,20.372,9.2,2019-03-22 19:36:00
268-03-6164,B,Mandalay,Normal,Male,Health And Beauty,96.11,1,4.8055,100.9155,Ewallet,96.11,4.761904762,4.8055,7.8,2019-01-25 16:28:00
750-57-9686,C,Naypyitaw,Normal,Female,Home And Lifestyle,45.38,4,9.076,190.596,Credit Card,181.52,4.761904762,9.076,8.7,2019-01-08 13:48:00
186-09-3669,C,Naypyitaw,Member,Female,Health And Beauty,81.51,1,4.0755,85.5855,Ewallet,81.51,4.761904762,4.0755,9.2,2019-01-22 10:57:00
848-07-1692,B,Mandalay,Normal,Female,Health And Beauty,57.22,2,5.722,120.162,Ewallet,114.44,4.761904762,5.722,8.3,2019-01-12 17:13:00
745-71-3520,A,Yangon,Member,Female,Electronic Accessories,25.22,7,8.827,185.367,Cash,176.54,4.761904762,8.827,8.2,2019-02-04 10:23:00
266-76-6436,C,Naypyitaw,Member,Female,Food And Beverages,38.6,3,5.79,121.59,Ewallet,115.8,4.761904762,5.79,7.5,2019-03-28 13:57:00
740-22-2500,C,Naypyitaw,Normal,Female,Electronic Accessories,84.05,3,12.6075,264.7575,Cash,252.15,4.761904762,12.6075,9.8,2019-01-23 13:29:00
301-81-8610,B,Mandalay,Member,Male,Fashion Accessories,25.42,8,10.168,213.528,Credit Card,203.36,4.761904762,10.168,6.7,2019-03-19 19:42:00
489-64-4354,C,Naypyitaw,Normal,Male,Fashion Accessories,16.28,1,0.814,17.094,Cash,16.28,4.761904762,0.814,5.0,2019-03-09 15:36:00
198-84-7132,B,Mandalay,Member,Male,Fashion Accessories,40.61,9,18.2745,383.7645,Cash,365.49,4.761904762,18.2745,7.0,2019-01-02 13:40:00
269-10-8440,A,Yangon,Member,Male,Health And Beauty,53.17,7,18.6095,390.7995,Cash,372.19,4.761904762,18.6095,8.9,2019-01-21 18:01:00
650-98-6268,B,Mandalay,Member,Female,Food And Beverages,20.87,3,3.1305,65.7405,Credit Card,62.61,4.761904762,3.1305,8.0,2019-03-20 13:53:00
741-73-3559,B,Mandalay,Normal,Male,Sports And Travel,67.27,5,16.8175,353.1675,Cash,336.35,4.761904762,16.8175,6.9,2019-02-27 17:27:00
286-75-7818,B,Mandalay,Normal,Male,Fashion Accessories,69.08,2,6.908,145.068,Credit Card,138.16,4.761904762,6.908,6.9,2019-01-31 19:48:00
574-57-9721,C,Naypyitaw,Normal,Male,Food And Beverages,43.27,2,4.327,90.867,Ewallet,86.54,4.761904762,4.327,5.7,2019-03-08 16:53:00
459-50-7686,A,Yangon,Normal,Female,Electronic Accessories,23.46,6,7.038,147.798,Ewallet,140.76,4.761904762,7.038,6.4,2019-01-13 19:14:00
616-87-0016,B,Mandalay,Normal,Male,Fashion Accessories,95.54,7,33.439,702.219,Credit Card,668.78,4.761904762,33.439,9.6,2019-03-09 14:36:00
837-55-7229,B,Mandalay,Normal,Female,Fashion Accessories,47.44,1,2.372,49.812,Credit Card,47.44,4.761904762,2.372,6.8,2019-02-22 18:19:00
257-73-1380,C,Naypyitaw,Member,Male,Sports And Travel,82.93,4,16.586,348.306,Ewallet,331.72,4.761904762,16.586,9.6,2019-01-20 16:51:00
345-08-4992,A,Yangon,Normal,Male,Home And Lifestyle,33.99,6,10.197,214.137,Credit Card,203.94,4.761904762,10.197,7.7,2019-03-08 15:37:00
549-96-4200,C,Naypyitaw,Member,Male,Food And Beverages,17.04,4,3.408,71.568,Ewallet,68.16,4.761904762,3.408,7.0,2019-03-08 20:15:00
810-60-6344,C,Naypyitaw,Normal,Female,Electronic Accessories,40.86,8,16.344,343.224,Credit Card,326.88,4.761904762,16.344,6.5,2019-02-07 14:38:00
450-28-2866,C,Naypyitaw,Member,Male,Food And Beverages,17.44,5,4.36,91.56,Cash,87.2,4.761904762,4.36,8.1,2019-01-15 19:25:00
394-30-3170,B,Mandalay,Member,Female,Sports And Travel,88.43,8,35.372,742.812,Credit Card,707.44,4.761904762,35.372,4.3,2019-03-22 19:35:00
192-98-7397,C,Naypyitaw,Normal,Male,Fashion Accessories,12.78,1,0.639,13.419,Ewallet,12.78,4.761904762,0.639,9.5,2019-01-08 14:11:00
301-11-9629,A,Yangon,Normal,Female,Sports And Travel,19.1,7,6.685,140.385,Cash,133.7,4.761904762,6.685,9.7,2019-01-15 10:43:00
390-80-5128,B,Mandalay,Member,Female,Health And Beauty,19.15,1,0.9575,20.1075,Credit Card,19.15,4.761904762,0.9575,9.5,2019-01-28 17:58:00
235-46-8343,C,Naypyitaw,Member,Male,Food And Beverages,27.66,10,13.83,290.43,Credit Card,276.6,4.761904762,13.83,8.9,2019-02-14 11:26:00
453-12-7053,C,Naypyitaw,Normal,Male,Fashion Accessories,45.74,3,6.861,144.081,Credit Card,137.22,4.761904762,6.861,6.5,2019-03-10 17:38:00
296-11-7041,B,Mandalay,Member,Female,Health And Beauty,27.07,1,1.3535,28.4235,Credit Card,27.07,4.761904762,1.3535,5.3,2019-01-12 20:07:00
449-27-2918,B,Mandalay,Member,Female,Sports And Travel,39.12,1,1.956,41.076,Credit Card,39.12,4.761904762,1.956,9.6,2019-03-26 11:02:00
891-01-7034,B,Mandalay,Normal,Female,Electronic Accessories,74.71,6,22.413,470.673,Cash,448.26,4.761904762,22.413,6.7,2019-01-01 19:07:00
744-09-5786,B,Mandalay,Normal,Male,Electronic Accessories,22.01,6,6.603,138.663,Cash,132.06,4.761904762,6.603,7.6,2019-01-02 18:50:00
727-17-0390,A,Yangon,Normal,Female,Food And Beverages,63.61,5,15.9025,333.9525,Ewallet,318.05,4.761904762,15.9025,4.8,2019-03-16 12:43:00
568-88-3448,A,Yangon,Normal,Male,Health And Beauty,25.0,1,1.25,26.25,Ewallet,25.0,4.761904762,1.25,5.5,2019-03-03 15:09:00
187-83-5490,A,Yangon,Member,Male,Electronic Accessories,20.77,4,4.154,87.234,Cash,83.08,4.761904762,4.154,4.7,2019-01-31 13:47:00
767-54-1907,B,Mandalay,Member,Female,Fashion Accessories,29.56,5,7.39,155.19,Cash,147.8,4.761904762,7.39,6.9,2019-02-13 16:59:00
710-46-4433,B,Mandalay,Member,Female,Food And Beverages,77.4,9,34.83,731.43,Credit Card,696.6,4.761904762,34.83,4.5,2019-02-15 14:15:00
325-90-8763,C,Naypyitaw,Member,Female,Electronic Accessories,46.57,10,23.285,488.985,Cash,465.7,4.761904762,23.285,7.6,2019-01-27 13:58:00
729-46-7422,C,Naypyitaw,Normal,Male,Food And Beverages,35.89,1,1.7945,37.6845,Credit Card,35.89,4.761904762,1.7945,7.9,2019-02-23 16:52:00
639-76-1242,C,Naypyitaw,Normal,Male,Food And Beverages,40.52,5,10.13,212.73,Cash,202.6,4.761904762,10.13,4.5,2019-02-03 15:19:00
234-03-4040,B,Mandalay,Member,Female,Food And Beverages,73.05,10,36.525,767.025,Credit Card,730.5,4.761904762,36.525,8.7,2019-03-03 12:25:00
326-71-2155,C,Naypyitaw,Normal,Female,Sports And Travel,73.95,4,14.79,310.59,Cash,295.8,4.761904762,14.79,6.1,2019-02-03 10:02:00
320-32-8842,C,Naypyitaw,Member,Female,Food And Beverages,22.62,1,1.131,23.751,Cash,22.62,4.761904762,1.131,6.4,2019-03-17 18:58:00
470-32-9057,A,Yangon,Member,Male,Food And Beverages,51.34,5,12.835,269.535,Credit Card,256.7,4.761904762,12.835,9.1,2019-03-28 15:31:00
878-30-2331,C,Naypyitaw,Member,Female,Sports And Travel,54.55,10,27.275,572.775,Credit Card,545.5,4.761904762,27.275,7.1,2019-03-02 11:22:00
440-59-5691,C,Naypyitaw,Member,Female,Health And Beauty,37.15,7,13.0025,273.0525,Credit Card,260.05,4.761904762,13.0025,7.7,2019-02-08 13:12:00
554-53-3790,B,Mandalay,Normal,Male,Sports And Travel,37.02,6,11.106,233.226,Cash,222.12,4.761904762,11.106,4.5,2019-03-22 18:33:00
746-19-0921,C,Naypyitaw,Normal,Male,Food And Beverages,21.58,1,1.079,22.659,Ewallet,21.58,4.761904762,1.079,7.2,2019-02-09 10:02:00
233-34-0817,C,Naypyitaw,Member,Female,Electronic Accessories,98.84,1,4.942,103.782,Cash,98.84,4.761904762,4.942,8.4,2019-02-15 11:21:00
767-05-1286,C,Naypyitaw,Member,Female,Home And Lifestyle,83.77,6,25.131,527.751,Ewallet,502.62,4.761904762,25.131,5.4,2019-01-23 12:10:00
340-21-9136,A,Yangon,Member,Female,Sports And Travel,40.05,4,8.01,168.21,Cash,160.2,4.761904762,8.01,9.7,2019-01-25 11:40:00
405-31-3305,A,Yangon,Member,Male,Fashion Accessories,43.13,10,21.565,452.865,Credit Card,431.3,4.761904762,21.565,5.5,2019-02-02 18:31:00
731-59-7531,B,Mandalay,Member,Male,Health And Beauty,72.57,8,29.028,609.588,Cash,580.56,4.761904762,29.028,4.6,2019-03-30 17:58:00
676-39-6028,A,Yangon,Member,Female,Electronic Accessories,64.44,5,16.11,338.31,Cash,322.2,4.761904762,16.11,6.6,2019-03-30 17:04:00
502-05-1910,A,Yangon,Normal,Male,Health And Beauty,65.18,3,9.777,205.317,Credit Card,195.54,4.761904762,9.777,6.3,2019-02-25 20:35:00
485-30-8700,A,Yangon,Normal,Female,Sports And Travel,33.26,5,8.315,174.615,Credit Card,166.3,4.761904762,8.315,4.2,2019-03-18 16:10:00
598-47-9715,C,Naypyitaw,Normal,Male,Electronic Accessories,84.07,4,16.814,353.094,Ewallet,336.28,4.761904762,16.814,4.4,2019-03-07 16:54:00
701-69-8742,B,Mandalay,Normal,Male,Sports And Travel,34.37,10,17.185,360.885,Ewallet,343.7,4.761904762,17.185,6.7,2019-03-16 10:11:00
575-67-1508,A,Yangon,Normal,Male,Electronic Accessories,38.6,1,1.93,40.53,Ewallet,38.6,4.761904762,1.93,6.7,2019-01-29 11:26:00
541-08-3113,C,Naypyitaw,Normal,Male,Food And Beverages,65.97,8,26.388,554.148,Cash,527.76,4.761904762,26.388,8.4,2019-02-02 20:29:00
246-11-3901,C,Naypyitaw,Normal,Female,Electronic Accessories,32.8,10,16.4,344.4,Cash,328.0,4.761904762,16.4,6.2,2019-02-15 12:12:00
674-15-9296,A,Yangon,Normal,Male,Sports And Travel,37.14,5,9.285,194.985,Ewallet,185.7,4.761904762,9.285,5.0,2019-01-08 13:05:00
305-18-3552,B,Mandalay,Member,Male,Home And Lifestyle,60.38,10,30.19,633.99,Cash,603.8,4.761904762,30.19,6.0,2019-02-12 16:19:00
493-65-6248,C,Naypyitaw,Member,Female,Sports And Travel,36.98,10,18.49,388.29,Credit Card,369.8,4.761904762,18.49,7.0,2019-01-01 19:48:00
438-01-4015,B,Mandalay,Member,Female,Sports And Travel,49.49,4,9.898,207.858,Ewallet,197.96,4.761904762,9.898,6.6,2019-03-21 15:25:00
709-58-4068,B,Mandalay,,,,41.09,10,20.545,,,410.9,4.761904762,20.545,,2019-02-28 14:42:00
795-49-7276,A,Yangon,Normal,Male,Fashion Accessories,37.15,4,7.43,156.03,Ewallet,148.6,4.761904762,7.43,8.3,2019-03-23 18:59:00
556-72-8512,C,Naypyitaw,Normal,Male,Home And Lifestyle,22.96,1,1.148,24.108,Cash,22.96,4.761904762,1.148,4.3,2019-01-30 20:47:00
627-95-3243,B,Mandalay,Member,Female,Home And Lifestyle,77.68,9,34.956,734.076,Ewallet,699.12,4.761904762,34.956,9.8,2019-02-04 13:21:00
686-41-0932,B,Mandalay,Normal,Female,Fashion Accessories,34.7,2,3.47,72.87,Ewallet,69.4,4.761904762,3.47,8.2,2019-03-13 19:48:00
510-09-5628,A,Yangon,Member,Female,Fashion Accessories,19.66,10,9.83,206.43,Credit Card,196.6,4.761904762,9.83,7.2,2019-03-15 18:20:00
608-04-3797,B,Mandalay,Member,Female,Health And Beauty,25.32,8,10.128,212.688,Ewallet,202.56,4.761904762,10.128,8.7,2019-03-05 20:24:00
148-82-2527,C,Naypyitaw,Member,Female,Home And Lifestyle,12.12,10,6.06,127.26,Credit Card,121.2,4.761904762,6.06,8.4,2019-03-05 13:44:00
437-53-3084,B,Mandalay,Normal,Male,Fashion Accessories,99.89,2,9.989,209.769,Ewallet,199.78,4.761904762,9.989,7.1,2019-02-26 11:48:00
632-32-4574,B,Mandalay,Normal,Male,Sports And Travel,75.92,8,30.368,637.728,Cash,607.36,4.761904762,30.368,5.5,2019-03-20 14:14:00
556-97-7101,C,Naypyitaw,Normal,Female,Electronic Accessories,63.22,2,6.322,132.762,Cash,126.44,4.761904762,6.322,8.5,2019-01-01 15:51:00
862-59-8517,C,Naypyitaw,Normal,Female,Food And Beverages,90.24,6,27.072,568.512,Cash,541.44,4.761904762,27.072,6.2,2019-01-27 11:17:00
401-18-8016,B,Mandalay,Member,Female,Sports And Travel,98.13,1,4.9065,103.0365,Cash,98.13,4.761904762,4.9065,8.9,2019-01-21 17:36:00
420-18-8989,A,Yangon,Member,Female,Sports And Travel,51.52,8,20.608,432.768,Cash,412.16,4.761904762,20.608,9.6,2019-02-02 15:47:00
277-63-2961,B,Mandalay,Member,Male,Sports And Travel,73.97,1,3.6985,77.6685,Credit Card,73.97,4.761904762,3.6985,5.4,2019-02-03 15:53:00
573-98-8548,C,Naypyitaw,Member,Female,Fashion Accessories,31.9,1,1.595,33.495,Ewallet,31.9,4.761904762,1.595,9.1,2019-01-05 12:40:00
620-02-2046,C,Naypyitaw,Normal,Male,Home And Lifestyle,69.4,2,6.94,145.74,Ewallet,138.8,4.761904762,6.94,9.0,2019-01-27 19:48:00
282-35-2475,B,Mandalay,Normal,Female,Sports And Travel,93.31,2,9.331,195.951,Cash,186.62,4.761904762,9.331,6.3,2019-03-25 17:53:00
511-54-3087,B,Mandalay,Normal,Male,Sports And Travel,88.45,1,4.4225,92.8725,Credit Card,88.45,4.761904762,4.4225,9.5,2019-02-25 16:36:00
726-29-6793,A,Yangon,Member,Male,Electronic Accessories,24.18,8,9.672,203.112,Ewallet,193.44,4.761904762,9.672,9.8,2019-01-28 20:54:00
387-49-4215,B,Mandalay,,,,48.5,3,7.275,,,145.5,4.761904762,7.275,,2019-01-08 12:50:00
862-17-9201,B,Mandalay,Normal,Female,Food And Beverages,84.05,6,25.215,529.515,Credit Card,504.3,4.761904762,25.215,7.7,2019-01-29 10:48:00
291-21-5991,B,Mandalay,,,,61.29,5,15.3225,,,306.45,4.761904762,15.3225,,2019-03-29 14:28:00
602-80-9671,C,Naypyitaw,Member,Female,Home And Lifestyle,15.95,6,4.785,100.485,Credit Card,95.7,4.761904762,4.785,5.1,2019-02-09 17:15:00
347-72-6115,B,Mandalay,Member,Female,Sports And Travel,90.74,7,31.759,666.939,Credit Card,635.18,4.761904762,31.759,6.2,2019-01-16 18:03:00
209-61-0206,A,Yangon,Normal,Female,Home And Lifestyle,42.91,5,10.7275,225.2775,Ewallet,214.55,4.761904762,10.7275,6.1,2019-01-05 17:29:00
595-27-4851,A,Yangon,,,,54.28,7,18.998,,,379.96,4.761904762,18.998,,2019-01-27 18:05:00
189-52-0236,A,Yangon,Normal,Male,Electronic Accessories,99.55,7,34.8425,731.6925,Cash,696.85,4.761904762,34.8425,7.6,2019-03-14 12:07:00
503-07-0930,C,Naypyitaw,Member,Male,Sports And Travel,58.39,7,20.4365,429.1665,Credit Card,408.73,4.761904762,20.4365,8.2,2019-02-23 19:49:00
413-20-6708,C,Naypyitaw,Member,Female,Fashion Accessories,51.47,1,2.5735,54.0435,Ewallet,51.47,4.761904762,2.5735,8.5,2019-03-18 15:52:00
425-85-2085,B,Mandalay,Member,Male,Health And Beauty,54.86,5,13.715,288.015,Ewallet,274.3,4.761904762,13.715,9.8,2019-03-29 16:48:00
521-18-7827,C,Naypyitaw,Member,Male,Home And Lifestyle,39.39,5,9.8475,206.7975,Credit Card,196.95,4.761904762,9.8475,8.7,2019-01-22 20:46:00
220-28-1851,A,Yangon,Normal,Male,Home And Lifestyle,34.73,2,3.473,72.933,Ewallet,69.46,4.761904762,3.473,9.7,2019-03-01 18:14:00
600-38-9738,C,Naypyitaw,Member,Male,Sports And Travel,71.92,5,17.98,377.58,Credit Card,359.6,4.761904762,17.98,4.3,2019-01-17 15:05:00
734-91-1155,B,Mandalay,Normal,Female,Electronic Accessories,45.71,3,6.8565,143.9865,Credit Card,137.13,4.761904762,6.8565,7.7,2019-03-26 10:34:00
451-28-5717,C,Naypyitaw,Member,Female,Home And Lifestyle,83.17,6,24.951,523.971,Cash,499.02,4.761904762,24.951,7.3,2019-03-20 11:23:00
609-81-8548,A,Yangon,Member,Female,Home And Lifestyle,37.44,6,11.232,235.872,Credit Card,224.64,4.761904762,11.232,5.9,2019-02-06 13:55:00
133-14-7229,C,Naypyitaw,Normal,Male,Health And Beauty,62.87,2,6.287,132.027,Cash,125.74,4.761904762,6.287,5.0,2019-01-01 11:43:00
534-01-4457,A,Yangon,Normal,Male,Food And Beverages,81.71,6,24.513,514.773,Credit Card,490.26,4.761904762,24.513,8.0,2019-01-27 14:36:00
719-89-8991,A,Yangon,Member,Female,Sports And Travel,91.41,5,22.8525,479.9025,Ewallet,457.05,4.761904762,22.8525,7.1,2019-02-25 16:03:00
286-62-6248,B,Mandalay,Normal,Male,Fashion Accessories,39.21,4,7.842,164.682,Credit Card,156.84,4.761904762,7.842,9.0,2019-01-16 20:03:00
339-38-9982,B,Mandalay,Member,Male,Fashion Accessories,59.86,2,5.986,125.706,Ewallet,119.72,4.761904762,5.986,6.7,2019-01-13 14:55:00
827-44-5872,B,Mandalay,Member,Female,Food And Beverages,54.36,10,27.18,570.78,Credit Card,543.6,4.761904762,27.18,6.1,2019-02-07 11:28:00
287-83-1405,A,Yangon,Normal,Male,Health And Beauty,25.43,6,7.629,160.209,Ewallet,152.58,4.761904762,7.629,7.0,2019-02-12 19:01:00
435-13-4908,A,Yangon,Member,Male,Fashion Accessories,86.68,8,34.672,728.112,Credit Card,693.44,4.761904762,34.672,7.2,2019-01-24 18:04:00
857-67-9057,B,Mandalay,Normal,Male,Electronic Accessories,22.95,10,11.475,240.975,Ewallet,229.5,4.761904762,11.475,8.2,2019-02-06 19:20:00
236-27-1144,C,Naypyitaw,Normal,Female,Food And Beverages,16.31,9,7.3395,154.1295,Ewallet,146.79,4.761904762,7.3395,8.4,2019-03-26 10:31:00
892-05-6689,A,Yangon,Normal,Female,Home And Lifestyle,28.32,5,7.08,148.68,Ewallet,141.6,4.761904762,7.08,6.2,2019-03-11 13:28:00
583-41-4548,C,Naypyitaw,Normal,Male,Home And Lifestyle,16.67,7,5.8345,122.5245,Ewallet,116.69,4.761904762,5.8345,7.4,2019-02-07 11:36:00
339-12-4827,B,Mandalay,Member,Female,Fashion Accessories,73.96,1,3.698,77.658,Credit Card,73.96,4.761904762,3.698,5.0,2019-01-05 11:32:00
643-38-7867,A,Yangon,,,,97.94,1,4.897,,,97.94,4.761904762,4.897,,2019-03-07 11:44:00
308-81-0538,A,Yangon,Normal,Female,Fashion Accessories,73.05,4,14.61,306.81,Credit Card,292.2,4.761904762,14.61,4.9,2019-02-25 17:16:00
358-88-9262,C,Naypyitaw,Member,Female,Food And Beverages,87.48,6,26.244,551.124,Ewallet,524.88,4.761904762,26.244,5.1,2019-02-01 18:43:00
460-35-4390,A,Yangon,Normal,Male,Home And Lifestyle,30.68,3,4.602,96.642,Ewallet,92.04,4.761904762,4.602,9.1,2019-01-22 11:00:00
343-87-0864,C,Naypyitaw,Member,Male,Health And Beauty,75.88,1,3.794,79.674,Credit Card,75.88,4.761904762,3.794,7.1,2019-01-03 10:30:00
173-50-1108,B,Mandalay,Member,Female,Sports And Travel,20.18,4,4.036,84.756,Credit Card,80.72,4.761904762,4.036,5.0,2019-02-13 12:14:00
243-47-2663,C,Naypyitaw,Member,Male,Electronic Accessories,18.77,6,5.631,118.251,Credit Card,112.62,4.761904762,5.631,5.5,2019-01-28 16:43:00
841-18-8232,B,Mandalay,Normal,Female,Food And Beverages,71.2,1,3.56,74.76,Credit Card,71.2,4.761904762,3.56,9.2,2019-01-05 20:40:00
701-23-5550,B,Mandalay,Member,Male,Home And Lifestyle,38.81,4,7.762,163.002,Ewallet,155.24,4.761904762,7.762,4.9,2019-03-19 13:40:00
647-50-1224,A,Yangon,Normal,Female,Fashion Accessories,29.42,10,14.71,308.91,Ewallet,294.2,4.761904762,14.71,8.9,2019-01-12 16:23:00
541-48-8554,A,Yangon,Normal,Male,Sports And Travel,60.95,9,27.4275,575.9775,Credit Card,548.55,4.761904762,27.4275,6.0,2019-01-07 12:08:00
